v | anticipate | anticipar
p | at peace | en paz
p | at present | ahora
p | at rest | en reposo
p | at the same time | al mismo tiempo
p | at war | en guerra
A | commercial | comercial
n | concept | concepto
n | decade | década
n | expedition | expedición
A | illegal | ilegal
A | immoral | inmoral
A | impatient | impaciente
A | inappropriate | inapropiado
A | inexperienced | inexperto
A | irregular | irregular
A | irresponsible | irresponsable
n | need | necesidad
n | proposal | propuesta
v | prove | probar
n | rocket | cohete
A | scientific | científico
A | significant | importante, significativo
n | solution | solución
n | space | espacio
v | sponsor | patrocinar
n | technology | tecnología
n | willingness | disposición, inclinación, voluntad
A | aggressive | agresivo
v | blush | ruborizarse, sonrojarse
A | bossy | mandón
n | characteristic | característica
A | cheerful | feliz, animado
A | competitive | competitivo
A | demanding | exigente
v | discourage | desanimar, disuadir, desalentar
A | identical | idéntico, idénticos
n | identity | identidad
A | impatient | impaciente
A | jealous | celoso
A | lazy | vago
A | loyal | fiel
n | only child | hijo único, hija única
A | optimistic | optimista
v | resemble | parecerse
n | similarity | similitud
A | stubborn | tozudo
p | take account of | tener en cuenta
f | take after (sb) | parecerse, ser parecido (a un miembro de la familia)
p | take charge | hacerse cargo
p | take for granted | dar por hecho
f | take off (success) | despegar, tener éxito rápidamente
f | take out (sth), take (sth) out | sacar, extraer
p | take (sb/sth) seriously | tomar en serio, tomarse en serio
p | take turns | hacer turnos
n | twin | gemelo
A | unpopular | impopular
A | unreliable | poco fiable
A | witty | ingenioso
n | appliance | electrodoméstico
n | attic | ático
n | cart | carrito
p | come to a conclusion | llegar a una conclusión
p | come to a decision | tomar una decisión
n | crockery | vajilla
A | crunchy | crujiente
n | cutlery | cubertería, cubiertos
v | devise | inventar, idear
v | duplicate | duplicar, volver a hacer
p | fall asleep | dormirse
p | fall ill | ponerse enfermo
p | fall in love | enamorarse de
A | fed up | harto, cansado
p | fulfil (satisfy) | cumplir, satisfacer
n | groceries | provisiones
n | infection | infección
n | inventor | inventor
v | research | investigar
n | ritual | ritual
A | soggy | empapado
A | stale | rancio, duro, seco (el pan por ejemplo)
v | stick | pegar (con pegamento)
n | substance | sustancia
n | suspicion | sospecha
f | talk (sb) into (doing sth) | persuadir, convencer
f | tell (sb/sth) apart | distinguir
p | tell a lie | mentir, decir una mentira
p | tell a story | contar una historia
v | transform | transformar
v | accuse | acusar
v | affect | influir, afectar
n | ambition | ambición
v | apologise, apologize | disculparse
v | claim | afirmar, asegurar
v | deny | negar
v | educate | educar
A | educated | educado, culto
A | educational | educativo
f | face up to | hacer frente a, encarar a, enfrentar a, confortar a
v | feel (opinion) | pensar, opinar
v | insist | insistir
v | mention | mencionar
n | opportunity | oportunidad
n | performance (success) | rendimiento
n | position (job) | trabajo, puesto
n | progress | progreso
v | promise | prometer
n | qualification | diploma
v | refuse, reject | rechazar
A | relevant | relevante
n | standard | estándar
v | urge | urgir, instar
v | warn | advertir
v | wish | desear
A | adventurous | aventurero
p | above all | sobre todo
p | all along | desde el principio
p | all in all | en resumidas cuentas, en definitiva, después de todo
p | all of a sudden | de repente
p | at all | en absoluto
n | career | carrera, profesión
n | commitment | compromiso
A | concerned | preocupado
A | dishonest | deshonesto
A | disorganised | desorganizado
A | dissatisfied | descontento, insatisfecho
n | employer | empleador, empresa, compañía
n | enthusiasm | entusiasmo
A | enthusiastic | entusiasta
A | flexible | flexible
A | inexperienced | sin experiencia
A | irresponsible | irresponsable
A | redundant | en paro
n | responsibility | responsabilidad
A | responsible | responsable
n | routine | rutina
A | secure | seguro
A | self-confident | seguro de sí mismo
n | support | apoyo
A | uncertain | incierto
n | unemployment benefit | prestación por desempleo
A | unsuccessful | fallido, fracasado
A | accessible | accessible
n | bar | bar
n | canal | canal (water)
n | clap (thunder) | trueno
f | consist of (sth) | consistir en
n | dam | presa
A | economical | económico
n | environment | medio ambiente
A | environmentally friendly | respetuoso con el medio ambiente, ecológico
n | flash | destello, fogonazo
n | flood | inundación
n | fossil fuel | combustible fósil
n | household | gente que vive en una casa
n | lake | lago
n | lightning | rayo
n | litter | basura
n | pane | vidriera
n | pond | laguna
n | rapids (river) | rápidos (río)
v | recycle | reciclar
n | reservoir | embalse, presa, depósito
n | river | río
n | route | ruta, itinerario
n | rubbish | basura
A | second-hand | de segunda mano
n | slice | rebanada, trozo
n | storm | tormenta
n | stream | arroyo
v | tackle | enfrentarse a, enfrentar, enfrentarse, afrontar
n | traffic | tráfico
n | vegetation | vegetación
n | waterfall | cascada
A | appealing | atractivo, interesante
n | appetite | apetito
A | bitter | amargo
A | canned | en conserva, enlatado, en lata
v | consume | consumir
n | consumer | consumidor
A | dairy | lácteo
n | finding | descubrimiento, hallazgo
A | fizzy | gaseoso
A | flat (drink) | sin gas
n | flavour | sabor, gusto
v | grill | cocinar a la parrilla
v | influence | influir
A | juicy | jugoso
v | melt | fundir, derretir
A | mild | suave
n | packaging | embalaje, empaquetado
v | reject | rechazar
A | rich (food) | fuerte, pesado (comida)
A | ripe | maduro
A | rotten | podrido
n | sense | sentido
n | amount | cantidad
n | challenge | reto, desafío
n | collector (person) | coleccionista
n | collection | colección
n | condition | estado, condición
A | delightful | encantador
A | elegant | elegante
A | exceptional | excepcional
p | the former | el primero (en referencia a algo mencionado previamente)
n | the latter | el último (en referencia a algo mencionado previamente)
f | look after (sb/sth) | ocuparse de, cuidar
f | look at (sth) | examinar, mirar
f | look for (sb/sth) | buscar (ir tras alguna cosa o tras alguien)
f | look into (sth) | estudiar, investigar, evaluar
p | the look of | aspecto
p | look out! | cuidado!, cuidado
A | massive | enorme
n | memory | memoria
n | obsession | obsesión
n | passion (for sth) | pasión (por algo)
A | remarkable | notable
n | scale | escala
A | substantial | grande, considerable, sustancial, abundante
n | technique | técnica
A | vast | vasto, amplio
n | alternative | alternativa
n | biography | biografía
f | calm (sb/sth) down | calmar
f | come across (sth) | encontrarse con, toparse con
f | come out (book) | salir, publicarse
f | come up with (sth) | sugerir, inventarse
v | cope | salir adelante, superar
n | documentary | documental
A | doubtful | dudoso, poco convencido
A | effective | eficaz, efectivo
n | extract | extracto (de un texto)
n | form (type) | forma
f | go ahead | empezar
f | go by (time) | pasar
f | go off (sb/sth) (love) | perder el gusto por, desenamorarse, dejar de gustar algo
f | go through | pasar, sufrir (una dificultad)
f | go up | subir
A | irritated | enfadado, irritado
v | nod | saludar con la cabeza, asentir
A | relieved | aliviado
n | science fiction | ciencia ficción
n | strength | fuerza
A | technological | tecnológico
n | threat | amenaza
n | thriller | thriller, de suspense
A | visual | visual
n | alternative | alternativa
n | biography | biografía
f | calm (sb/sth) down | calmar
f | come across (sth) | encontrarse con, toparse con
f | come out (book) | salir, publicarse
f | come up with (sth) | sugerir, inventarse
v | cope | salir adelante, superar
n | documentary | documental
A | doubtful | dudoso, poco convencido
A | effective | eficaz, efectivo
n | extract | extracto (de un texto)
n | form (type) | forma
f | go ahead | empezar
f | go by (time) | pasar
f | go off (sb/sth) (love) | perder el gusto por, desenamorarse, dejar de gustar algo
f | go through | pasar, sufrir (una dificultad)
f | go up | subir
A | irritated | enfadado
v | nod | saludar con la cabeza, asentir
A | relieved | aliviado
n | science fiction | ciencia ficción
n | strength | fuerza
A | technological | tecnológico
n | threat | amenaza
n | thriller | thriller, de suspense
A | visual | visual
n | ankle | tobillo
n | bandage | venda
v | break (not work) | estropear, romper
n | break | fractura
f | break down | averiarse
n | bug (illness) | virus, bacteria
v | burn | quemar
n | chest | pecho, torso
n | cough medicine | medicina para la tos
n | Elastoplast | esparadrapo
n | elbow | codo
n | exercise | ejercicio
v | exercise | hacer ejercicio
n | eyebrow | ceja
v | faint | desmayarse
v | graze | hacerse un rasguño, raspar, rasparse, rasguñar, rasguñarse (la piel)
v | hurt | doler
n | jaw | mandíbula
n | knee | rodilla
n | needle | aguja
p | on average | de media, en promedio
p | on balance | teniéndolo todo en cuenta, en general, en conjunto
p | on behalf of | en nombre de
p | on condition that | a condición de que, siempre que
p | on duty | de guardia
p | on offer | rebajado, en oferta
p | on purpose | a propósito
n | plaster | tirita
n | scar | cicatriz
n | spot (skin) | grano
v | sprain | torcerse, esguinzarse
v | sting | picar (un insecto)
n | stitch | punto de sutura
n | surgery | cirugía
n | sweat | sudor
n | symptom | síntoma
n | thigh | muslo
n | waist | cintura
n | ward | sala (en un hospital)
n | wrist | muñeca
v | accuse | acusar
v | arrest | arrestar
n | burglar | ladrón
n | cell (room) | celda (de prisión)
v | charge (accuse) | acusar
p | commit a crime | cometer un delito, cometer un crimen
n | court | tribunal
n | criminal | criminal, delincuente
n | detective | detective, inspector de policía
n | DNA | ADN
n | evidence | prueba, evidencia
v | fine | multar
n | fine | multa
n | fingerprint | huella digital, huella dactilar
A | forensic | forense
A | guilty | culpable
A | illegal | ilegal
A | innocent | inocente
n | jury | jurado
v | kidnap | secuestrar
n | offence | infracción, delito, incumplimiento, crimen
n | penalty | sanción, castigo
n | pickpocket | carterista, ladrón
n | proof | prueba
n | punishment | castigo
n | robbery | robo
v | sentence | sentencia
v | shoplift | robar (de una tienda)
v | steal | robar
n | suspect | sospechoso (persona)
A | suspicious | sospechoso
p | take (sb) to court | demandar a alguien, llevar a alguien a los tribunales, llevar a alguien a juicio, demandar
n | thief | ladrón
v | trace | rastrear, seguir la pista
n | trial (law) | juicio
n | absence | ausencia
n | architecture | arquitectura
n | collection (taking away) | recogida
n | community | comunidad
n | consumer | consumidor
n | cut | corte (de la electricidad)
A | environmental | ambiental
n | lack | falta
n | level | nivel
n | lifestyle | modo de vida, estilo de vida
n | lighting | iluminación
n | maintenance | mantenimiento
n | mall | centro comercial
n | neighbourhood | barrio, vecindario
n | pollution | contaminación
n | property | propiedad
n | regulation | reglamento, regulación
v | renew | renovar
n | renewal | renovación
n | requirement | requerimiento
n | resident | residente
n | shortage | escasez
n | suburb | suburbio
A | suburban | suburbano
n | system | sistema
n | traffic jam | atasco de tráfico
A | urban | urbano
n | audience | público, audiencia
n | choir | coro
n | composer | compositor
n | composition (music) | composición, obra
n | conductor | director de orquesta
n | festival | festival
n | gig | actuación
n | impression | impresión
A | memorable | memorable
n | musician | músico
n | orchestra | orquesta
A | orchestral | orquestal
n | organiser, organizer | organizador
v | participate | participar
n | partnership | colaboración, asociación
v | perform | interpretar, actuar
n | performer | artista, intérprete
n | rehearsal | ensayo
n | solo (music) | solo
v | specialise, specialize | especializarse
n | venue | lugar, sitio (donde se celebra un evento)
A | unique | único
n | ash | ceniza
f | break off (sth), break (sth) off | acabar, suspender, poner fin, terminar
f | call off (sth), call (sth) off | anular, cancelar
n | crack | grieta
f | cut (sb/sth) off, cut off (sb/sth) | aislar, distanciarse de
v | damage | dañar
A | damp | húmedo
n | drought | sequía
n | earthquake | terremoto
n | eruption | erupción
n | gas | gas
A | humid | húmedo
n | hurricane | huracán
v | injure | dañar, herir, lesionar
A | invaluable | precioso, inestimable, de mucho valor, que no tiene precio
f | let off (sb), let (sb) off | perdonar, no castigar
f | log off | cerrar sesión, finalizar sesión
n | peak | cima
n | planet | planeta
v | preserve | mantener, preservar
A | priceless | inestimable, invaluable
f | send off (sth), send (sth) off | enviar
A | sensitive | sensible
v | shake (vibrate) | temblar, tiritar, agitar
f | tell off (sb), tell (sb) off | regañar, echar bronca
n | thunder | trueno
v | tremble | temblar
v | undo | deshacer, desabrochar
v | unfasten | desabrochar, deshacer, desatar, desmarrar
v | untie | desatar
v | unwrap | abrir, desenvolver
n | volcano | volcán
n | weather forecast | predicción meteorológica, previsión meteorológica, pronóstico del tiempo
f | wear off | disiparse, desaparecer gradualmente
n | apology | disculpa
a | apparently | aparentemente, por lo visto
n | cashpoint | cajero, cajero automático
f | catch up on (sth) | ponerse al día
n | comedian | cómico, comediante
n | comedy | comedia
n | complaint | queja, reclamación
n | disguise | disfraz
v | disguise | disfrazar
n | earnings | salario
v | estimate | estimar
f | get (sth) over with | quitarse de encima, sacarse de encima
f | hang around (with sb) | pasar tiempo (con alguien)
n | humour | humor
v | ignore | ignorar, no prestar atención
p | have a bad influence on | ser una mala influencia 
f | key in (sth), key (sth) in | teclear
f | keep up (sth), keep (sth) up | mantener
n | landlord, landlady | arrendador, arrendadora
f | look up (sth), look (sth) up (seek) | buscar (en algún sitio)
f | look up to (sb) (respect) | admirar, respetar
f | make for | ir hacia, dirigirse hacia
f | make (sb/sth) out | distinguir, comprender
f | make up for (sth) | compensar
f | pick up (sth), pick (sth) up | aprender
f | put off (sb), put (sb) off | disuadir
f | put out (sth), put (sth) out | apagar (algo que arde - un fuego o un cigarrillo)
f | put up a fight | combatir, dar pelea (expresar oposición)
f | put up with (sb/sth) | tolerar, aguantar, soportar
n | rule | regla, norma
v | star | ser la estrella, protagonizar
f | start out | empezar
f | take time off | tomarse unos días, tomarse días libres, tomarse un tiempo libre, tomarse tiempo libre
n | treatment | tratamiento
A | weird | muy extraño
f | work on (sth) | trabajar en
f | work out (sth), work (sth) out | entender, resolver, solucionar
p | deep in through | perdido en sus pensamientos
a | inwardly | por dentro, interiormente
n | coroner | forense,
n | luminary | celebridad
f | burst out | saltar, aparecer
n | hedge | asegurar, cubrir
n | moors | páramo, brezal
n | butler | mayordomo
n | inquest | investigación
v | sight | avistar, ver
n | heir | heredero
n | glimpse | vistazo
n | foolishness | estupidez
n | tale | historia, relato
A | mad | loco, histérico
v | flee | huir
n | beard | barba
n | chap | tipo, tío
n | maid | criada
n | stableboy | mozo de cuadra
f | throw out | rechazar
A | gloomy | gris, encapotado, triste, sombrío, melancólico
v | blow | soplar
n | coat | abrigo
A | overwhelming | arrollador, aplastante, enorme 
A | well-built | formido, corpulento
n | staircase | escalera
A | sombre | sombrio, serio, apagado, oscuro
A | lit | iluminado, alumbrado
v | bleak | lúgubre, desolador, desalentador
P | toss and turn | dar vueltas en la cama
A | awful | terrible, horrible, espantoso
A | dull | aburrido, soso
v | chase | perseguir
v | beg | rogar, suplicar
v | digress | divagar
n | bog | pantano, lodazal
v | moan | gemmir, quejarse
v | howl | aullar, gritar
n | heaven | cielo
v | asleep | dormido
A | downstairs | em la planta baja
P | red-handed | con las manos en la masa
a | severely | seriamente, gravemente, severamente
a | sternly | severamente, rigurosamente, duramente
v | starve | pasar hambre, morir de hambre
A | fool | tonto
v | peer | mirar detenidamente 
n | silhouette | silueta
v | ease | aliviar
v | implore | rogar, suplicar
A | dreadful | terrible, espantoso
n | burden | carga, responsabilidad
v | swear | jurar, prometer
a | bitterly | amargamente, con rencor
A | worthwhile | que merece la pena, que vale la pena
n | bluff | engaño, farol
A | rough | rugoso, áspero
n | deception | engaño
n | beast | bestia
A | stony | pedregoso
n | thump | golpe, paliza, porrazo 
n | fist | puño
n | flight (escape) | huida, escapada
A | bent | torcido, curvado, doblado
n | madman | loco, frenético
A | stunned | aturdido, inconsciente
A | muzzled | amordazado
A | chained | encadenado
n | supper | cena
A | infamous | infame, tristemente famoso
A | faint | borroso, leve
v | desert | abandonar
n | warrant | orden judicial
v | stare | mirar fijamente
A | wicked | malvado
n | ambush | emboscada
v | crouch | agacharse
n | curtains | cortinas
P | get up | levantarse
n | fog | niebla
v | glitter | relucir, brillar
v | flee | huir
n | bush | arbusto, mata
A | elated | eufórico
n | schemer | manipulador, conspirador
n | decoy | cebo, trampa
A | betrayed | traicionado
n | offspring | hijos
v | hesitate | dudar
i | all year round | a lo largo del año
n | alleyway | callejón
i | anything goes | todo vale
n | aspect | aspecto
n | automatic pilot | piloto automático
a | barely | apenas
A | bizarre | extraño, estrambótico
f | break down | averiarse, romperse
A | bustling | a reventar, atascado (de gente)
p | catch sight of | ver, avistar, notar
f | check out | verificar, comprovar
A | competent | competente
A | courageous | valiente
A | crude | grosero, vulgar
A | decisive | decisivo
v | decline | rechazar
n | delight | placer
n | disbelief | desconfianza
p | dos and don'ts | normas
A | down-to-earth | sensato, centrado, realista
p | end up | acabar en, terminar en
p | face a challenge | afrontar un reto
v | gain | obtener, ganar, adquirir
p | gain insight | Ganar conocimiento, entendimiento
p | get the wrong impression | tener la impresión equivocada
p | get to know (sb or sth) | concocer (a alguien o algo estando tiempo con él o con aquello)
n | getaway | escapada, vacaciones
f | go through | pasar por (una situación)
v | hesitate | dudar
v | hold | agarrar
n | iceberg | iceberg
A | incredible | increíble
A | irritable | irritable
i | keep in touch | mantenerse en contacto
A | knowledgeable | culto, conocedor
p | make up your mind | decidirse
v | mark (an anniversary) | cumplirse (un aniversario)
n | maze | laberinto
a | merely | simplemente
A | narrow-minded | cerrado, de mente estrecha
A | outgoing | extrovertido
v | perceive | percatarse de que, comprender que
A | persuasive | persuasivo, convincente
f | pop over | dar una vuelta
n | proof | prueba
v | purr | ronronear
n | queue | cola (de personas)
A | rancid | rancio
i | read between the lines | leer entre líneas
v | regard | considerar
n | roost | nido
A | rotten | podrido
A | sarcastic | sarcástico
v | scrub | fregar
A | self-deprecating | autocrítico
p | sense of humour | sentido del humor
f | set up | instalar, montar
v | skim | sobrevolar, rozar
p | social glue | pegamento social
n | social-networking | redes sociales
a | solely | solamente, únicamente
v | strengthen | fortalecer, endurecer
i | tip of the iceberg | punta del iceberg
p | to my mind | en mi opinión
f | try out | probar, hacer una prueba
n | warmth | calor, amabilidad
n | way | forma, estilo
p | way of life | estilo de vida
v | acknowledge | confirmar un recibo
v | adapt | adaptarse
n | adulthood | edad adulta
n | ambition | ambición
v | antagonise | contrariar a
v | apologise | disculparse
v | assign | asignar
v | assume | asumir
v | attach | adjuntar, poner algo en
f | believe in | creer en
v | confirm | confirmar
n | delay | retraso
f | draw on | usar, utilizar, hacer uso de (conocimiento / información)
v | forward | reenviar, remitir
f | get on (with sth) | llevarse bien con
f | get out (of sth) | escaparse, librarse (de algo)
A | grateful | agradecido
p | have sth in common | tener algo en común
A | isolated | aislado, apartado
f | keep up | mantenerse, seguir el ritmo, mantener
f | live up to | igualar, estar a la altura
f | look forward to | estar ansioso, estar deseando algo
f | look up to | admirar, respetar
f | opt for | optar for
A | overpriced | carísimo
i | pros and cons | pros y contras
v | provide | proveer, aportar
v | recover | recuperarse
n | reference | referencia
v | sit (for an exam) | hacer (un examen)
v | specialise | especializarse
A | tactful | discreto, con tacto
p | take part | participar, formar parte
f | take over | hacerse cargo
n | thriller | película, libro de suspense
A | tricky | complicado, difícil, delicado
A | adaptable | flexible, adaptable
v | address | dirigirse a, abordar (algo)
n | advisee | persona que recibe un consejo
n | advisor | consejero
f | ask out | invitar a salir
n | associate | socio, auxiliar, asociado
A | awkward | difícil, incomodo, complicado, torpe
p | the best of both worlds | lo mejor de cada casa
n | bully | abusón
n | cast | reparto (de actores)
n | concept | concepto
A | corporate | corporativo, empresarial
A | destined | destinado a algo
n | disturbance | interrupción, perturbación, alboroto
p | downward spiral | situación que va empeorando
A | edgy | nervioso, inquieto
v | embrace | aceptar, acoger
n | epoch | época, era
n | expertise | experiencia
n | flourishing | floreciente, próspero, exitoso
n | folk | gente
n | fuss | escándalo
f | hang out with | pasar tiempo con
i | hog the limelight | llevarse todo el protagonismo
i | in the public eye | conocido por todos
i | in the running | con oportunidades de ganar
n | in-joke | broma privada
n | intrusion | intrusión, violación (de intimidad)
i | it's high time | ya va siendo hora de que
n | jargon | jerga, argot
A | light-hearted | alegre
A | moving | emotivo
v | narrow | estrecharse
n | notion | idea, noción
p | on the spot | en el lugar mismo
i | over the hill | estar para el arrastre (que una persona ya no sirve)
i | over the top | desmesurado (demasiado extremo)
n | pace | ritmo
n | paparazzi | paparazzi
f | pick on | acosar, meterse con
A | pointless | inútil, sin sentido
n | privacy | privacidad
i | put the record straight | dejar las cosas claras
n | recommendation | sugerencia, recomendación
A | reserved | reservado (una persona)
i | roll up your sleeves | arremangarse (preparase para algo)
n | sacrifice | sacrificio
n | seminar | seminario, cursillo
i | skeletons in the cupboard | secretos vergonzosos
A | smitten | enamorado
v | snap | ladrar, gruñir
n | soap opera | culebrón
f | stem from | originarse de
A | struggling | en apuros, en aprietos
p | take yourself (too) seriously | tomarse en serio uno mismo
v | tease | burlarse de
p | tell the difference | notar la diferencia (entre dos cosas)
i | then and there | en ese momento y lugar
v | touch | tocar, acariciar
p | tough upbringing | infancia difícil
v | transform | transformar
n | transition | transición
p | turn nasty | volverse desagradable
i | under the weather | no sentirse bien, estar malo
A | universal | universal
i | up to the mark | dentro de lo esperable
a | vice versa | viceversa
p | victim mentality | victima mental (uno se considera la victima de las acciones de otros)
n | villain | villano, el malvado
A | accessible | accessible
p | at your earliest convenience | tan ponto como te sea posible
v | avoid | evitar
n | balance | equilibrio
A | conclusive | decisivo
n | consequence | consecuencia
A | content | conforme, contento, satisfecho
A | conventional | convencional, tradicional, ordinario
v | co-opt | nombrar a
n | deceit | engaño, mentira
v | distinguish | distinguir
v | dramatise | dramatizar, escenificar
A | effective | eficaz, efectivo
A | efficient | eficiente
n | enquiry | pregunta
n | evaluation | evaluación, análisis
v | follow | seguir
i | geared towards | dirigido a (un grupo de personas / una situación...)
i | give sb a ring | telefonear a alguien
n | independence | independencia
p | keep an eye open | mantener un ojo abierto
A | literate | alfabetizado (sabe leer y escribir)
A | low-cost | barato
A | mature | maduro
n | objection | oposición, objeción
n | personnel | personal
v | purchase | comprar
A | rational | racional
P | regarding | en relación con, sobre
v | speculate | especular que, suponer que
f | take on | aceptar (un trabajo)
n | tariff | tarifa
n | top up | recargar (una tarjeta de crédito por ejemplo)
a | ultimately | finalmente
A | varied | variado, diverso
n | abundance | abundancia
A | adequate | adecuado
A | advisable | aconsejable
n | applicant | solicitante
n | career ladder | escalar posiciones (de trabajos) (cada vez vas cobrando más)
A | challenging | desafiante
A | competitive | competitivo
p | competitive salary | salario competitivo
n | curriculum vitae | curriculum vitae
n | dedication | Dedicación
v | determine | determinar
